sim_id,context_turn,total_msgs,msg_idx,msg_dist,asst_turns_dist,role,fine_role,attn_mean,attn_sum,token_count,seq_len,attn_frac,src_file
2b4996df-442,10,16,0,10,5,assistant,asst_greeting,0.010442722840000189,0.09398450556000171,9,527,0.09398450511113639,stress_baseline_1x10_task10_1st
2b4996df-442,10,16,1,9,4,user,user_msg,0.002599525365367299,0.12997626826836495,50,527,0.12997626764760475,stress_baseline_1x10_task10_1st
2b4996df-442,10,16,2,8,4,assistant,asst_gen,0.0025704346188793656,0.09253564627965716,36,527,0.09253564583771151,stress_baseline_1x10_task10_1st
2b4996df-442,10,16,3,7,3,user,user_msg,0.001136713347902434,0.019324126914341377,17,527,0.019324126822050307,stress_baseline_1x10_task10_1st
2b4996df-442,10,16,4,6,3,assistant,asst_gen,0.0017995778739432085,0.06118564771406909,34,527,0.06118564742184948,stress_baseline_1x10_task10_1st
2b4996df-442,10,16,5,5,2,user,user_msg,0.0012574636033588359,0.03395151729068857,27,527,0.03395151712853781,stress_baseline_1x10_task10_1st
2b4996df-442,10,16,6,4,2,assistant,asst_gen,0.0012034295410757534,0.07340920200562095,61,527,0.07340920165502225,stress_baseline_1x10_task10_1st
2b4996df-442,10,16,7,3,1,user,user_msg,0.0005968174569318307,0.0059681745693183075,10,527,0.005968174540814603,stress_baseline_1x10_task10_1st
2b4996df-442,10,16,8,2,1,assistant,asst_gen,0.0014953265079490443,0.055327080794114636,37,527,0.05532708052987525,stress_baseline_1x10_task10_1st
2b4996df-442,10,16,9,1,0,user,user_msg,0.0008417408012714336,0.011784371217800071,14,527,0.0117843711615185,stress_baseline_1x10_task10_1st
2b4996df-442,10,16,10,0,0,assistant,asst_gen,0.0018213511386248854,0.4225534641609734,232,527,0.42255346214287903,stress_baseline_1x10_task10_1st
2b4996df-442,12,16,0,12,6,assistant,asst_greeting,0.01025040103367145,0.09225360930304305,9,834,0.09225361006124914,stress_baseline_1x10_task10_1st
2b4996df-442,12,16,1,11,5,user,user_msg,0.0014371000047390225,0.07185500023695113,50,834,0.07185500082750688,stress_baseline_1x10_task10_1st
2b4996df-442,12,16,2,10,5,assistant,asst_gen,0.0018711248505383082,0.0673604946193791,36,834,0.06736049517299579,stress_baseline_1x10_task10_1st
2b4996df-442,12,16,3,9,4,user,user_msg,0.0004139446930341752,0.007037059781580979,17,834,0.007037059839416566,stress_baseline_1x10_task10_1st
2b4996df-442,12,16,4,8,4,assistant,asst_gen,0.0007649728781127111,0.026009077855832174,34,834,0.026009078069593367,stress_baseline_1x10_task10_1st
2b4996df-442,12,16,5,7,3,user,user_msg,0.0003561827375367304,0.009616933913491721,27,834,0.009616933992530557,stress_baseline_1x10_task10_1st
2b4996df-442,12,16,6,6,3,assistant,asst_gen,0.0005252381185046294,0.032039525228782395,61,834,0.03203952549210611,stress_baseline_1x10_task10_1st
2b4996df-442,12,16,7,5,2,user,user_msg,0.0003059664644865734,0.003059664644865734,10,834,0.003059664670012245,stress_baseline_1x10_task10_1st
2b4996df-442,12,16,8,4,2,assistant,asst_gen,0.0007693869621661135,0.028467317600146202,37,834,0.028467317834110967,stress_baseline_1x10_task10_1st
2b4996df-442,12,16,9,3,1,user,user_msg,0.0003860033182750807,0.00540404645585113,14,834,0.005404046500265447,stress_baseline_1x10_task10_1st
2b4996df-442,12,16,10,2,1,assistant,asst_gen,0.0005325049125428561,0.12354113970994263,232,834,0.12354114072529201,stress_baseline_1x10_task10_1st
2b4996df-442,12,16,11,1,0,user,user_msg,0.0017031717490080414,0.07153321345833774,42,834,0.07153321404624882,stress_baseline_1x10_task10_1st
2b4996df-442,12,16,12,0,0,assistant,asst_gen,0.0017427279583852127,0.46182290897208134,265,834,0.4618229127676721,stress_baseline_1x10_task10_1st
