score_mode,fine_role,assistant_turn_distance,samples,kept_fraction_mean,heavy_kept_fraction_mean,score_sum_mean,reactivated_messages,reactivated_as_heavy_messages
zero,asst_gen,46,35,0.0,0.0,0.0,0,0
zero,asst_gen,47,33,0.0,0.0,0.0,0,0
zero,asst_gen,48,31,0.0,0.0,0.0,0,0
zero,asst_gen,49,29,0.0,0.0,0.0,0,0
zero,asst_gen,50,27,0.0,0.0,0.0,0,0
zero,asst_gen,51,25,0.0,0.0,0.0,0,0
zero,asst_gen,52,23,0.0,0.0,0.0,0,0
zero,asst_gen,53,21,0.0,0.0,0.0,0,0
zero,asst_gen,54,19,0.0,0.0,0.0,0,0
zero,asst_gen,55,17,0.0,0.0,0.0,0,0
zero,asst_gen,56,15,0.0,0.0,0.0,0,0
zero,asst_gen,57,13,0.0,0.0,0.0,0,0
zero,asst_gen,58,11,0.0,0.0,0.0,0,0
zero,asst_gen,59,9,0.0,0.0,0.0,0,0
zero,asst_gen,60,7,0.0,0.0,0.0,0,0
zero,asst_gen,61,5,0.0,0.0,0.0,0,0
zero,asst_gen,62,3,0.0,0.0,0.0,0,0
zero,asst_gen,63,1,0.0,0.0,0.0,0,0
zero,asst_greeting,0,40,1.0,0.0,0.0,0,0
zero,asst_greeting,1,40,1.0,0.45,0.0,0,18
zero,asst_greeting,2,40,0.7454545454545455,0.6,0.0,0,22
zero,asst_greeting,3,38,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,4,38,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,5,31,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,6,17,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,7,10,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,8,10,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,9,8,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,10,8,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,11,6,0.3636363636363636,0.0,0.0,0,0
zero,asst_greeting,12,6,0.3636363636363636,0.0,0.0,0,0
zero,asst_greeting,13,5,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,14,4,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,15,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,16,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,17,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,18,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,19,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,20,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,21,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,22,2,0.36363636363636365,0.0,0.0,0,0
zero,asst_greeting,23,2,0.36363636363636365,0.0,0.0,0,0
